,Match_Id,cum_run_conceded,cum_ball_thrown,cum_wicket,Player_Id
1626,419130,746,526,30.0,151
1993,419160,793,550,31.0,151
2127,501203,809,562,31.0,151
2190,501208,834,586,31.0,151
2263,501214,865,610,31.0,151
2326,501219,896,634,31.0,151
2373,501224,911,652,34.0,151
2410,501227,934,676,34.0,151
2507,501235,977,700,35.0,151
2555,501239,1015,724,37.0,151
2618,501244,1036,742,37.0,151
2689,501250,1063,760,37.0,151
2807,501260,1096,784,38.0,151
2887,501267,1106,792,38.0,151
2941,501272,1113,798,40.0,151
2968,501274,1164,816,41.0,151
3112,548320,1180,828,41.0,151
3169,548325,1197,853,41.0,151
3263,548333,1221,880,41.0,151
3345,548340,1241,904,41.0,151
3714,548373,1263,928,41.0,151
3737,548375,1295,953,41.0,151
3792,548380,1305,978,41.0,151
3827,548383,1322,1004,41.0,151
3876,598003,1331,1017,41.0,151
3991,598013,1351,1041,41.0,151
4048,598018,1382,1064,41.0,151
4083,598021,1412,1088,41.0,151
4150,598027,1449,1114,41.0,151
4230,598034,1476,1139,41.0,151
4253,598036,1500,1163,41.0,151
4288,598039,1544,1187,42.0,151
4361,598045,1589,1211,42.0,151
4478,598055,1624,1235,43.0,151
4512,598058,1631,1253,43.0,151
4562,598062,1650,1274,46.0,151
4608,598066,1672,1298,48.0,151
4787,729288,1713,1322,49.0,151
4834,729296,1756,1346,51.0,151
4857,729300,1802,1370,51.0,151
4926,729312,1815,1394,55.0,151
4960,729318,1836,1412,56.0,151
5008,733978,1853,1436,57.0,151
5113,733996,1891,1460,58.0,151
5354,734038,1934,1478,60.0,151
5443,734054,1971,1502,61.0,151
455,336024,0,0,0.0,153
487,336027,7,6,0.0,153
580,336036,29,18,2.0,153
626,336040,49,42,3.0,153
673,336044,63,54,3.0,153
836,392200,91,72,3.0,153
899,392205,101,84,3.0,153
948,392209,124,108,4.0,153
991,392212,132,114,4.0,153
1030,392215,140,126,4.0,153
1233,392231,173,144,5.0,153
1270,392234,193,162,5.0,153
1333,392239,204,174,7.0,153
1429,419113,223,198,8.0,153
1583,419126,239,204,8.0,153
1798,419144,261,228,9.0,153
1850,419148,284,252,9.0,153
1885,419151,302,264,9.0,153
1924,419154,330,288,9.0,153
2042,419164,355,312,9.0,153
2274,501215,383,336,11.0,153
2334,501220,395,342,11.0,153
2374,501224,419,360,11.0,153
2543,501238,448,384,12.0,153
2711,501252,468,396,13.0,153
3609,548364,495,408,13.0,153
900,392205,0,0,0.0,154
1093,392220,23,18,1.0,154
1183,392227,38,42,2.0,154
1218,392230,53,66,4.0,154
1242,392232,70,84,4.0,154
1343,392240,79,96,4.0,154
1886,419151,93,105,4.0,154
2068,419166,108,123,5.0,154
2191,501208,130,138,5.0,154
2300,501217,153,150,6.0,154
2576,501241,174,162,6.0,154
2665,501248,195,180,6.0,154
2746,501255,206,186,6.0,154
2819,501261,228,198,6.0,154
2852,501264,231,210,7.0,154
2912,501269,250,222,8.0,154
3181,548326,273,246,9.0,154
3346,548340,306,264,9.0,154
3387,548346,306,265,9.0,154
3447,548351,329,284,9.0,154
3474,548353,337,290,9.0,154
3770,548378,359,311,9.0,154
4775,729286,371,324,9.0,154
4822,729294,381,336,9.0,154
4844,729298,406,354,9.0,154
4894,729306,432,378,9.0,154
4939,729314,451,390,9.0,154
5078,733990,464,408,9.0,154
5194,734010,488,420,9.0,154
5228,734016,513,444,9.0,154
5274,734024,538,462,10.0,154
5343,734036,565,486,12.0,154
5387,734044,596,510,12.0,154
5468,829712,611,522,12.0,154
5573,829730,626,534,13.0,154
5613,829736,642,546,15.0,154
5659,829744,659,564,19.0,154
5708,829752,669,570,19.0,154
5754,829762,683,576,19.0,154
5779,829766,690,582,19.0,154
5807,829772,706,588,19.0,154
5962,829798,721,612,20.0,154
6410,980950,737,624,20.0,154
6504,980966,741,630,21.0,154
6526,980970,755,642,21.0,154
6635,980988,764,648,21.0,154
6756,981008,783,660,21.0,154
693,392186,0,0,0.0,155
741,392190,44,24,1.0,155
774,392194,55,42,2.0,155
694,392186,0,0,0.0,156
1334,392239,32,24,1.0,156
1674,419134,60,48,3.0,156
1725,419138,88,72,5.0,156
1833,419147,118,96,6.0,156
1898,419152,134,111,8.0,156
704,392187,0,0,0.0,157
762,392193,14,24,2.0,157
799,392196,43,42,3.0,157
949,392209,66,54,3.0,157
1167,392226,90,78,3.0,157
2174,501207,115,102,3.0,157
2239,501212,124,120,4.0,157
2311,501218,132,132,5.0,157
2356,501223,166,152,6.0,157
2479,501233,181,164,6.0,157
2525,501237,202,176,7.0,157
2637,501246,222,188,7.0,157
3088,548318,233,194,7.0,157
3159,548324,256,213,7.0,157
3317,548338,268,225,7.0,157
3676,548370,286,231,7.0,157
742,392190,0,0,0.0,158
763,392193,14,18,1.0,158
800,392196,45,42,3.0,158
886,392204,61,54,3.0,158
1726,419138,85,78,4.0,158
1765,419141,111,90,5.0,158
1814,419145,119,96,5.0,158
2020,419162,122,102,5.0,158
2084,419167,132,108,6.0,158
2105,419169,152,132,7.0,158
3121,548321,162,138,7.0,158
3182,548326,178,150,7.0,158
3318,548338,193,163,7.0,158
705,392187,0,0,0.0,159
1319,392238,30,24,1.0,159
706,392187,0,0,0.0,160
786,392195,21,18,0.0,160
837,392200,54,48,4.0,160
875,392203,69,72,6.0,160
927,392207,104,96,7.0,160
1412,419112,139,112,7.0,160
1985,419159,149,118,7.0,160
2030,419163,179,136,8.0,160
2526,501237,192,148,10.0,160
750,392191,0,0,0.0,161
801,392196,1,2,0.0,161
1479,419117,5,8,0.0,161
1651,419132,22,20,0.0,161
1711,419137,40,32,0.0,161
1799,419144,71,56,3.0,161
1851,419148,114,74,4.0,161
5490,829716,132,86,5.0,161
5535,829724,161,110,5.0,161
5586,829732,192,128,7.0,161
5614,829736,210,152,9.0,161
5685,829748,248,176,9.0,161
5925,829792,255,182,10.0,161
5963,829798,277,200,11.0,161
725,392189,0,0,0.0,162
751,392191,14,6,0.0,162
787,392195,28,12,0.0,162
863,392202,48,36,0.0,162
887,392204,72,48,0.0,162
939,392208,103,71,0.0,162
992,392212,124,95,1.0,162
1593,419127,144,113,1.0,162
1652,419132,175,137,1.0,162
1697,419136,198,155,2.0,162
1748,419140,236,179,3.0,162
1800,419144,245,185,4.0,162
1972,419158,261,191,4.0,162
2411,501227,296,209,5.0,162
2468,501232,305,221,5.0,162
2527,501237,325,233,5.0,162
2676,501249,333,245,6.0,162
2712,501252,354,269,9.0,162
2772,501257,380,293,10.0,162
2808,501260,403,311,11.0,162
2862,501265,414,317,11.0,162
2930,501271,449,341,11.0,162
2953,501273,476,359,11.0,162
2977,501275,495,383,11.0,162
2989,501276,506,401,11.0,162
3217,548329,540,425,13.0,162
3574,548361,560,432,13.0,162
3703,548372,566,438,13.0,162
4207,598032,604,455,13.0,162
4384,598047,609,461,15.0,162
4524,598059,614,467,16.0,162
4647,598069,622,473,16.0,162
6077,829818,644,479,16.0,162
6662,980992,659,491,16.0,162
6730,981004,662,503,16.0,162
6808,981016,687,521,16.0,162
6856,981024,698,533,18.0,162
726,392189,0,0,0.0,163
752,392191,4,1,0.0,163
1043,392216,36,25,1.0,163
1143,392224,72,49,1.0,163
1569,419125,107,73,2.0,163
3945,598009,142,97,3.0,163
3992,598013,155,116,3.0,163
4313,598041,178,141,3.0,163
4385,598047,184,153,4.0,163
4420,598050,228,177,5.0,163
4456,598053,257,190,5.0,163
4525,598059,275,196,5.0,163
4648,598069,296,208,6.0,163
5105,733994,325,226,6.0,163
5127,733998,336,238,7.0,163
5174,734006,362,256,9.0,163
5205,734012,385,274,10.0,163
5686,829748,421,286,10.0,163
5764,829764,430,292,11.0,163
5841,829778,460,316,12.0,163
5889,829786,480,340,14.0,163
5926,829792,500,358,15.0,163
5964,829798,529,376,16.0,163
5993,829804,543,388,16.0,163
6042,829812,559,412,19.0,163
6087,829820,562,418,21.0,163
6179,980912,579,436,21.0,163
6224,980920,620,460,21.0,163
6272,980928,639,472,21.0,163
6312,980934,662,496,21.0,163
6344,980940,679,514,21.0,163
6394,980948,712,538,23.0,163
6453,980958,728,550,24.0,163
6543,980972,768,574,25.0,163
6573,980978,792,592,26.0,163
6613,980984,810,616,27.0,163
6636,980988,830,634,28.0,163
6683,980996,849,652,30.0,163
6757,981008,878,670,31.0,163
6791,981014,896,682,31.0,163
6830,981020,910,694,31.0,163
6847,981022,927,712,33.0,163
6857,981024,954,730,33.0,163
727,392189,0,0,0.0,165
764,392193,6,24,0.0,165
814,392197,45,48,1.0,165
851,392201,72,72,3.0,165
913,392206,93,96,4.0,165
964,392210,137,118,4.0,165
4049,598018,0,0,0.0,166
4103,598023,13,12,0.0,166
4140,598026,26,30,0.0,166
4242,598035,45,48,0.0,166
4265,598037,53,72,0.0,166
4351,598044,77,83,0.0,166
4408,598049,102,107,0.0,166
4490,598056,111,119,1.0,166
4550,598061,130,131,1.0,166
4599,598065,136,137,1.0,166
4658,598070,158,155,3.0,166
4706,598074,191,179,5.0,166
4729,598076,206,197,6.0,166
4801,729290,230,209,7.0,166
4858,729300,238,221,7.0,166
4895,729306,275,245,7.0,166
4951,729316,298,269,8.0,166
4988,729322,333,293,9.0,166
5033,733982,366,317,9.0,166
5106,733994,383,341,12.0,166
5128,733998,403,365,13.0,166
5175,734006,432,383,13.0,166
5206,734012,457,399,13.0,166
5254,734020,503,423,14.0,166
5289,734026,522,447,15.0,166
5333,734034,549,465,16.0,166
5378,734042,568,489,18.0,166
5491,829716,606,513,22.0,166
5536,829724,657,537,22.0,166
5587,829732,677,561,23.0,166
5615,829736,696,579,24.0,166
5687,829748,721,591,24.0,166
5735,829756,726,597,24.0,166
5765,829764,756,621,25.0,166
5842,829778,778,645,26.0,166
5890,829786,797,657,26.0,166
5927,829792,826,681,28.0,166
5965,829798,854,699,29.0,166
5994,829804,866,717,31.0,166
6043,829812,886,729,31.0,166
6088,829820,900,735,31.0,166
6180,980912,938,752,32.0,166
6225,980920,995,776,32.0,166
6684,980996,1019,790,32.0,166
6758,981008,1045,814,32.0,166
6792,981014,1070,832,32.0,166
2301,501217,0,0,0.0,167
2382,501225,29,24,4.0,167
2424,501228,48,36,4.0,167
2556,501239,61,42,4.0,167
2588,501242,74,54,4.0,167
2719,501253,84,60,4.0,167
2829,501262,101,73,4.0,167
2863,501265,135,97,5.0,167
2913,501269,165,121,6.0,167
3037,548314,189,145,7.0,167
965,392210,0,0,0.0,169
1065,392218,7,6,0.0,169
1157,392225,13,12,0.0,169
1282,392235,26,18,0.0,169
2383,501225,36,24,0.0,169
2175,501207,0,0,0.0,171
2528,501237,14,18,0.0,171
2853,501264,23,24,0.0,171
627,336040,0,0,0.0,174
788,392195,24,24,1.0,174
864,392202,61,52,3.0,174
1168,392226,100,76,3.0,174
1296,392236,121,100,4.0,174
1864,419149,159,124,4.0,174
1913,419153,181,148,6.0,174
4184,598030,225,172,6.0,174
4386,598047,263,196,6.0,174
4537,598060,288,220,6.0,174
32,335989,0,0,0.0,175
204,336003,35,24,1.0,175
712,392188,54,48,2.0,175
775,392194,69,66,5.0,175
825,392199,98,90,7.0,175
876,392203,133,114,8.0,175
914,392206,165,126,8.0,175
1234,392231,188,144,9.0,175
1307,392237,203,163,9.0,175
1815,419145,235,187,9.0,175
1865,419149,275,211,10.0,175
1925,419154,305,235,11.0,175
2153,501205,332,257,11.0,175
2210,501210,349,281,12.0,175
2250,501213,367,305,12.0,175
2286,501216,396,329,12.0,175
2412,501227,419,353,12.0,175
2469,501232,447,377,13.0,175
2529,501237,472,401,14.0,175
2677,501249,495,425,15.0,175
2713,501252,509,449,16.0,175
2931,501271,533,473,18.0,175
2954,501273,548,497,20.0,175
2978,501275,590,519,20.0,175
2990,501276,609,543,23.0,175
3049,548315,643,567,23.0,175
3113,548320,670,592,23.0,175
3149,548323,692,610,23.0,175
3218,548329,721,634,23.0,175
3249,548332,741,658,23.0,175
3294,548336,775,682,23.0,175
3355,548341,798,707,23.0,175
3428,548349,818,731,23.0,175
3499,548355,847,755,23.0,175
888,392204,0,0,0.0,177
950,392209,28,24,1.0,177
1005,392213,50,42,3.0,177
1066,392218,77,60,4.0,177
1129,392223,88,66,4.0,177
1206,392229,105,84,5.0,177
1308,392237,134,108,6.0,177
1356,392241,165,132,7.0,177
1382,392243,197,156,8.0,177
1392,392244,220,180,9.0,177
1441,419114,248,204,9.0,177
2162,501206,275,228,11.0,177
2199,501209,291,252,11.0,177
2544,501238,332,276,12.0,177
2602,501243,352,299,15.0,177
3015,548312,367,317,16.0,177
3122,548321,395,335,18.0,177
3665,548369,410,359,18.0,177
4172,598029,427,377,18.0,177
4587,598064,462,401,18.0,177
4623,598067,479,425,19.0,177
1016,392214,0,0,0.0,178
1053,392217,29,18,1.0,178
1107,392221,43,42,3.0,178
1271,392234,67,60,4.0,178
1357,392241,90,84,5.0,178
1403,419111,108,90,5.0,178
1453,419115,124,96,5.0,178
2589,501242,132,102,5.0,178
2758,501256,144,108,5.0,178
2820,501261,167,126,5.0,178
4387,598047,182,138,5.0,178
852,392201,0,0,0.0,179
915,392206,31,18,0.0,179
966,392210,51,42,2.0,179
1017,392214,70,54,2.0,179
1054,392217,84,66,3.0,179
1108,392221,103,78,3.0,179
1195,392228,128,96,5.0,179
940,392208,0,0,0.0,180
826,392199,0,0,0.0,181
889,392204,24,24,1.0,181
951,392209,54,42,2.0,181
1130,392223,64,54,2.0,181
1169,392226,77,66,2.0,181
1816,419145,87,72,2.0,181
1949,419156,111,96,3.0,181
3250,548332,138,114,3.0,181
3356,548341,160,127,3.0,181
3429,548349,177,152,3.0,181
3500,548355,202,172,3.0,181
3642,548367,232,190,3.0,181
3704,548372,261,215,3.0,181
1067,392218,0,0,0.0,182
967,392210,0,0,0.0,184
1031,392215,25,24,2.0,184
1119,392222,51,48,3.0,184
4845,729298,0,0,0.0,185
5766,829764,13,6,0.0,185
5851,829780,29,24,0.0,185
6685,980996,41,30,0.0,185
978,392211,0,0,0.0,186
1018,392214,24,24,4.0,186
1081,392219,46,48,8.0,186
1120,392222,66,60,9.0,186
1207,392229,101,84,11.0,186
1243,392232,126,108,11.0,186
1297,392236,152,126,11.0,186
1383,392243,188,150,12.0,186
1627,419130,217,174,13.0,186
1675,419134,247,198,14.0,186
1727,419138,277,222,16.0,186
1774,419142,294,246,18.0,186
1834,419147,331,264,18.0,186
1899,419152,358,288,19.0,186
1973,419158,387,312,20.0,186
1994,419160,410,336,21.0,186
2043,419164,424,354,22.0,186
2093,419168,438,360,22.0,186
2116,419170,482,384,24.0,186
2128,501203,508,402,26.0,186
2224,501211,534,426,27.0,186
2287,501216,562,439,27.0,186
2335,501220,598,457,28.0,186
2456,501231,628,475,28.0,186
2480,501233,640,487,28.0,186
2577,501241,655,499,28.0,186
2624,501245,678,523,30.0,186
2690,501250,700,547,32.0,186
2735,501254,714,559,32.0,186
2784,501258,744,583,32.0,186
2878,501266,763,595,32.0,186
2955,501273,786,619,33.0,186
2991,501276,823,643,34.0,186
3002,548311,844,667,36.0,186
3063,548316,852,673,36.0,186
3123,548321,866,685,36.0,186
3150,548323,889,703,36.0,186
3282,548335,911,716,36.0,186
3303,548337,931,734,36.0,186
3413,548348,943,746,36.0,186
3465,548352,965,758,36.0,186
3524,548357,982,770,36.0,186
3562,548360,999,782,36.0,186
3666,548369,1026,800,36.0,186
3715,548373,1046,818,36.0,186
3841,548384,1072,842,36.0,186
3850,548385,1096,867,36.0,186
3865,548386,1136,891,36.0,186
5368,734040,1174,915,36.0,186
6205,980916,1215,937,36.0,186
6239,980922,1255,961,36.0,186
6361,980942,1268,979,37.0,186
6748,981006,1296,997,37.0,186
6785,981012,1318,1021,38.0,186
6824,981018,1348,1039,38.0,186
1019,392214,0,0,0.0,188
1055,392217,39,24,0.0,188
1109,392221,64,48,0.0,188
1256,392233,93,66,0.0,188
1272,392234,113,90,2.0,188
1358,392241,144,114,2.0,188
1369,392242,169,138,2.0,188
1393,392244,196,162,5.0,188
1787,419143,230,186,6.0,188
1826,419146,270,210,7.0,188
1876,419150,304,234,9.0,188
1900,419152,341,258,11.0,188
1950,419156,359,282,14.0,188
2006,419161,393,304,16.0,188
2094,419168,420,328,17.0,188
2106,419169,449,352,20.0,188
2225,501211,463,370,20.0,188
2302,501217,488,394,21.0,188
2384,501225,519,418,22.0,188
2425,501228,553,442,23.0,188
2557,501239,601,466,23.0,188
2590,501242,614,478,23.0,188
2678,501249,647,502,25.0,188
2720,501253,685,526,28.0,188
2759,501256,711,550,29.0,188
2796,501259,724,562,30.0,188
2830,501262,766,586,31.0,188
2864,501265,782,610,32.0,188
2914,501269,810,628,35.0,188
3501,548355,845,652,36.0,188
3548,548359,866,664,36.0,188
3690,548371,900,688,36.0,188
3748,548376,932,712,36.0,188
3780,548379,955,737,36.0,188
3931,598008,974,761,36.0,188
3977,598012,986,785,36.0,188
4059,598019,1016,809,36.0,188
1006,392213,0,0,0.0,189
1068,392218,32,24,3.0,189
1069,392218,0,0,0.0,190
1158,392225,20,24,0.0,190
1513,419120,40,42,0.0,190
1827,419146,74,60,0.0,190
2163,501206,106,84,0.0,190
2200,501209,135,108,1.0,190
2348,501221,146,132,2.0,190
2426,501228,177,156,2.0,190
2470,501232,209,180,3.0,190
2508,501235,234,204,6.0,190
2545,501238,276,228,7.0,190
2603,501243,294,252,10.0,190
2666,501248,323,270,11.0,190
2702,501251,360,294,11.0,190
2831,501262,409,318,12.0,190
3016,548312,431,342,13.0,190
3050,548315,449,360,16.0,190
3124,548321,478,385,16.0,190
3183,548326,495,411,16.0,190
3228,548330,517,436,16.0,190
3271,548334,538,461,16.0,190
3319,548338,569,486,16.0,190
3365,548342,617,512,16.0,190
3399,548347,651,536,16.0,190
3435,548350,671,561,16.0,190
3485,548354,697,585,16.0,190
3586,548362,720,609,16.0,190
3667,548369,754,634,16.0,190
3724,548374,785,658,16.0,190
3781,548379,817,682,16.0,190
3828,548383,832,707,16.0,190
3966,598011,869,731,16.0,190
4011,598015,911,756,16.0,190
4092,598022,937,781,16.0,190
4127,598025,968,806,16.0,190
4220,598033,1009,831,16.0,190
4300,598040,1031,855,17.0,190
4362,598045,1067,879,17.0,190
4464,598054,1089,903,18.0,190
4526,598059,1129,927,18.0,190
4682,598072,1164,951,18.0,190
4766,729284,1200,975,18.0,190
4823,729294,1216,999,19.0,190
4884,729304,1257,1023,21.0,190
4927,729312,1291,1047,21.0,190
4975,729320,1317,1071,22.0,190
5147,734002,1357,1095,23.0,190
5217,734014,1377,1119,25.0,190
5255,734020,1412,1143,27.0,190
5322,734032,1451,1167,27.0,190
5379,734042,1472,1191,27.0,190
5410,734048,1504,1215,28.0,190
5444,734054,1527,1239,30.0,190
5456,829710,1567,1263,30.0,190
5500,829718,1585,1287,32.0,190
5623,829738,1620,1311,33.0,190
5660,829744,1647,1335,35.0,190
5688,829748,1677,1359,37.0,190
6029,829810,1708,1383,39.0,190
6066,829816,1735,1407,40.0,190
6226,980920,1773,1431,40.0,190
6283,980930,1808,1455,42.0,190
6369,980944,1835,1479,44.0,190
6488,980964,1865,1497,44.0,190
6511,980968,1893,1521,46.0,190
6589,980980,1920,1545,47.0,190
6673,980994,1958,1569,47.0,190
6709,981000,1980,1587,47.0,190
6749,981006,2000,1599,47.0,190
6831,981020,2039,1620,48.0,190
1170,392226,0,0,0.0,191
1404,419111,31,14,0.0,191
1442,419114,58,38,1.0,191
1491,419118,77,62,5.0,191
1548,419123,106,80,5.0,191
1594,419127,139,98,5.0,191
1653,419132,168,119,5.0,191
1698,419136,194,143,6.0,191
1749,419140,205,155,6.0,191
1801,419144,230,179,7.0,191
1866,419149,262,197,7.0,191
1914,419153,305,215,7.0,191
1974,419158,330,233,8.0,191
3160,548324,345,239,8.0,191
3196,548327,365,257,8.0,191
3251,548332,383,269,8.0,191
3283,548335,418,293,8.0,191
3320,548338,430,299,8.0,191
3538,548358,460,312,8.0,191
3595,548363,477,336,8.0,191
3643,548367,492,354,8.0,191
3677,548370,505,373,8.0,191
3899,598005,534,397,8.0,191
3932,598008,550,409,8.0,191
4000,598014,562,421,8.0,191
4022,598016,589,445,8.0,191
4104,598023,618,469,8.0,191
4388,598047,647,493,8.0,191
4439,598052,670,505,8.0,191
4513,598058,704,523,9.0,191
4609,598066,735,547,9.0,191
4683,598072,760,565,9.0,191
5514,829720,774,583,12.0,191
5574,829730,816,607,13.0,191
5616,829736,839,625,14.0,191
5661,829744,877,649,15.0,191
5709,829752,910,667,15.0,191
5755,829762,925,679,17.0,191
5780,829766,928,685,17.0,191
5808,829772,941,697,17.0,191
5867,829782,960,715,17.0,191
5903,829788,987,739,18.0,191
1219,392230,0,0,0.0,192
1283,392235,32,24,0.0,192
1320,392238,55,48,1.0,192
2140,501204,74,72,3.0,192
2201,501209,105,96,3.0,192
2264,501214,141,120,3.0,192
2448,501230,154,132,3.0,192
2516,501236,173,156,4.0,192
2565,501240,179,168,7.0,192
2625,501245,202,192,8.0,192
2736,501254,224,216,9.0,192
2773,501257,247,240,10.0,192
2900,501268,285,264,10.0,192
3038,548314,309,288,10.0,192
3077,548317,345,312,10.0,192
3133,548322,377,338,10.0,192
3170,548325,399,344,10.0,192
3219,548329,420,369,10.0,192
3238,548331,450,393,10.0,192
3549,548359,479,417,10.0,192
3596,548363,499,442,10.0,192
3635,548366,524,466,10.0,192
3678,548370,547,490,10.0,192
3771,548378,572,514,10.0,192
3877,598003,601,539,10.0,192
3909,598006,623,561,10.0,192
4012,598015,642,567,10.0,192
4409,598049,653,585,10.0,192
4588,598064,664,603,12.0,192
4624,598067,687,627,13.0,192
5689,829748,710,639,13.0,192
5781,829766,736,663,13.0,192
5891,829786,750,669,13.0,192
5946,829796,782,693,14.0,192
1131,392223,0,0,0.0,193
1220,392230,32,24,1.0,193
1244,392232,36,30,2.0,193
695,392186,0,0,0.0,194
815,392197,15,24,3.0,194
865,392202,34,48,6.0,194
901,392205,45,62,9.0,194
941,392208,57,86,11.0,194
1007,392213,80,110,11.0,194
1056,392217,104,129,11.0,194
1094,392220,128,153,12.0,194
1132,392223,158,177,13.0,194
1184,392227,195,201,14.0,194
1221,392230,227,225,15.0,194
1245,392232,255,249,16.0,194
1344,392240,274,273,17.0,194
1413,419112,312,297,18.0,194
1502,419119,334,321,20.0,194
1561,419124,356,333,21.0,194
1595,419127,381,357,21.0,194
1628,419130,409,381,21.0,194
1686,419135,450,405,21.0,194
1712,419137,462,427,24.0,194
1788,419143,484,451,28.0,194
1835,419147,504,471,29.0,194
1887,419151,540,495,29.0,194
1937,419155,576,519,31.0,194
2085,419167,599,543,31.0,194
2117,419170,623,567,33.0,194
2164,501206,656,591,33.0,194
2211,501210,669,613,38.0,194
2275,501215,701,637,40.0,194
2357,501223,743,661,42.0,194
2396,501226,771,685,44.0,194
2436,501229,791,709,46.0,194
2517,501236,800,733,49.0,194
2591,501242,820,757,50.0,194
2638,501246,839,781,52.0,194
2703,501251,864,805,55.0,194
2760,501256,882,825,57.0,194
2821,501261,906,849,59.0,194
2901,501268,923,873,60.0,194
2942,501272,965,897,60.0,194
2969,501274,988,921,60.0,194
2979,501275,1007,945,61.0,194
3003,548311,1031,969,61.0,194
3026,548313,1047,992,63.0,194
3100,548319,1062,1017,63.0,194
3134,548322,1089,1041,63.0,194
3400,548347,1102,1065,63.0,194
3448,548351,1130,1091,63.0,194
3512,548356,1144,1115,63.0,194
3563,548360,1166,1142,63.0,194
3624,548365,1190,1167,63.0,194
3657,548368,1209,1192,63.0,194
3705,548372,1236,1216,63.0,194
3738,548375,1263,1242,63.0,194
3816,548382,1293,1268,63.0,194
3842,548384,1324,1293,63.0,194
3967,598011,1364,1318,63.0,194
4023,598016,1384,1342,63.0,194
4112,598024,1406,1366,63.0,194
4173,598029,1436,1390,63.0,194
4231,598034,1462,1414,63.0,194
4277,598038,1487,1438,65.0,194
4326,598042,1512,1462,65.0,194
4352,598044,1551,1486,66.0,194
4429,598051,1574,1504,66.0,194
4479,598055,1580,1522,68.0,194
4538,598060,1595,1542,69.0,194
4600,598065,1622,1566,71.0,194
4634,598068,1648,1590,73.0,194
4671,598071,1683,1614,74.0,194
4718,598075,1722,1638,77.0,194
4740,598077,1767,1662,77.0,194
4753,598078,1810,1686,78.0,194
4767,729284,1832,1710,80.0,194
4814,729292,1855,1734,84.0,194
4907,729308,1884,1755,85.0,194
4940,729314,1906,1779,85.0,194
4989,729322,1923,1803,87.0,194
5009,733978,1951,1827,88.0,194
5067,733988,1976,1851,89.0,194
5137,734000,2005,1875,91.0,194
5176,734006,2020,1899,93.0,194
5218,734014,2055,1923,95.0,194
5457,829710,2085,1945,96.0,194
5525,829722,2112,1969,96.0,194
5548,829726,2146,1993,98.0,194
5602,829734,2187,2017,99.0,194
5647,829742,2227,2041,100.0,194
5710,829752,2262,2065,101.0,194
5736,829756,2285,2089,102.0,194
5820,829774,2308,2113,106.0,194
5852,829780,2342,2137,107.0,194
5904,829788,2373,2161,109.0,194
5971,829800,2406,2185,111.0,194
6030,829810,2433,2209,112.0,194
6089,829820,2464,2233,113.0,194
6100,829822,2481,2257,115.0,194
6136,829828,2504,2281,118.0,194
1257,392233,0,0,0.0,195
1032,392215,0,0,0.0,196
1070,392218,9,24,3.0,196
1121,392222,28,48,7.0,196
1284,392235,53,66,8.0,196
1321,392238,76,84,8.0,196
2141,501204,95,105,9.0,196
2202,501209,130,129,12.0,196
2265,501214,148,153,13.0,196
2327,501219,174,168,13.0,196
2449,501230,181,174,13.0,196
2518,501236,207,198,14.0,196
2566,501240,221,222,16.0,196
2737,501254,250,240,16.0,196
2902,501268,290,264,17.0,196
3039,548314,310,276,18.0,196
3078,548317,335,301,18.0,196
3135,548322,365,325,18.0,196
3171,548325,394,349,18.0,196
3220,548329,423,373,18.0,196
3239,548331,466,396,18.0,196
3304,548337,513,424,18.0,196
3436,548350,557,449,18.0,196
3486,548354,597,474,18.0,196
1309,392237,0,0,0.0,198
1664,419133,22,18,0.0,198
1699,419136,64,42,2.0,198
1735,419139,101,66,4.0,198
1959,419157,118,78,4.0,198
2785,501258,160,102,5.0,198
3051,548315,183,114,5.0,198
3295,548336,194,126,5.0,198
3502,548355,218,151,5.0,198
4093,598022,243,175,5.0,198
1310,392237,0,0,0.0,199
1570,419125,20,12,2.0,199
2349,501221,48,30,3.0,199
2427,501228,61,36,3.0,199
2471,501232,77,42,3.0,199
2604,501243,80,48,4.0,199
2667,501248,95,54,4.0,199
3321,548338,115,60,4.0,199
1335,392239,0,0,0.0,201
1454,419115,13,24,2.0,201
1492,419118,39,48,3.0,201
1524,419121,61,72,4.0,201
1584,419126,101,96,5.0,201
1606,419128,133,120,5.0,201
1836,419147,173,144,5.0,201
1901,419152,195,168,7.0,201
1975,419158,208,192,9.0,201
1995,419160,224,216,12.0,201
2044,419164,248,240,13.0,201
2095,419168,268,264,14.0,201
2118,419170,282,288,15.0,201
2129,501203,306,312,15.0,201
2226,501211,332,336,16.0,201
2288,501216,369,360,16.0,201
2336,501220,392,384,17.0,201
2397,501226,423,408,19.0,201
2457,501231,449,432,19.0,201
2481,501233,468,456,21.0,201
2578,501241,497,480,22.0,201
2626,501245,520,504,22.0,201
2691,501250,556,528,23.0,201
2738,501254,568,546,25.0,201
2786,501258,592,570,27.0,201
2879,501266,611,594,29.0,201
2932,501271,627,618,30.0,201
2956,501273,645,642,31.0,201
2992,501276,678,666,32.0,201
3004,548311,694,690,35.0,201
3064,548316,714,714,35.0,201
3125,548321,726,732,35.0,201
3151,548323,747,752,35.0,201
3197,548327,793,776,35.0,201
3284,548335,812,800,35.0,201
3305,548337,841,826,35.0,201
3414,548348,860,850,35.0,201
3466,548352,884,875,35.0,201
3525,548357,905,898,35.0,201
3564,548360,923,917,35.0,201
3636,548366,950,942,35.0,201
