,Match_Id,Season_Id,City_Name,Batting_first_team,Batting_second_team,form_diff,target,Win_percent_1,Win_percent_2,Win_Ground_1,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131
67,419122,3,Cuttack,8,4,-0.6,1,0.5,0.5,0.5,35.2,142.702702702703,1.03243243243243,36,24,9,27,120.382165605096,0.738853503184713,36,24,9,21,108.450704225352,0.704225352112676,36,24,9,54,137.579617834395,0.917197452229299,78,41.5,11.2771084337349,36.3333333333333,147.796610169492,0.976271186440678,26,24,6.5,14,100,0.285714285714286,36,24,9,17,121.428571428571,0.857142857142857,48,24,12,5.25,110.526315789474,0.31578947368421,18.8,14.4,7.83333333333333,4,100,0,51,30,10.2,6.75,112.5,0.583333333333333,29.4705882352941,20.5882352941176,8.58857142857143,2,50,0,28,22.5,7.46666666666667,-66.5,-135.714285714286,-0.836734693877551,-34,-24,-8.5,-38.5,-135.087719298246,-0.912280701754386,-36,-24,-9,-33.7,-162.80193236715,-1.07246376811594,-36,-24,-9,-20.8,-160,-1.11794871794872,-37.3333333333333,-28,-8,-25.625,-141.379310344828,-0.827586206896552,-36,-24,-9,0,0,0,-36,-24,-9,-22.1428571428571,-116.541353383459,-0.601503759398496,-25.625,-22.4375,-6.85236768802228,-19,-143.939393939394,-0.878787878787879,-24.5555555555556,-17.9444444444444,-8.21052631578947,0,0,0,-37,-18,-12.3333333333333,-15,-88.2352941176471,-0.470588235294118,-24.1904761904762,-16.6190476190476,-8.73352435530086,0,0,0,-36,-24,-9
68,419123,3,Ahmedabad,5,1,0.2,1,0.5,0.5,0.5,10,55.5555555555556,0.222222222222222,36,24,9,17.3333333333333,118.181818181818,0.772727272727273,36,24,9,0,0,0,36,24,9,36,114.285714285714,0.634920634920635,53.5384615384615,24,13.3846153846154,33,181.553398058252,1.36569579288026,31.5,22.625,8.353591160221,0,0,0,36,24,9,24.3333333333333,114.0625,0.5625,36,24,9,12.5,111.940298507463,0.597014925373134,23.35,18.3,7.65573770491803,0,0,0,31.6666666666667,24.4,7.78688524590164,5,38.4615384615385,0,30.6923076923077,22.1538461538462,8.3125,0,0,0,72,48,9,-23.1428571428571,-137.28813559322,-0.915254237288135,-36,-24,-9,-12.5,-102.739726027397,-0.63013698630137,-14.5,-12,-7.25,-15,-48.3870967741936,-0.258064516129032,-36,-24,-9,-25.5333333333333,-108.806818181818,-0.670454545454545,-24.3333333333333,-22,-6.63636363636364,-65,-118.181818181818,-0.618181818181818,-36,-24,-9,-71,-120.338983050847,-0.745762711864407,-15,-13.2,-6.81818181818182,-30.1666666666667,-137.121212121212,-0.833333333333333,-36,-24,-9,-12.75,-108.510638297872,-0.425531914893617,-31.1666666666667,-25.6666666666667,-7.28571428571429,-2,-50,0,-28.8888888888889,-26,-6.66666666666667,-1,-50,0,-33,-24,-8.25,-17,-65.3846153846154,-0.153846153846154,-47.2222222222222,-36.1111111111111,-7.84615384615385
69,419124,3,Mumbai,7,2,0,0,0.5,0.5,0.5,38.8571428571429,163.363363363363,1.30930930930931,32.5,26,7.5,33.5,121.818181818182,0.781818181818182,36,24,9,20,173.913043478261,1.30434782608696,36,24,9,35,155.555555555556,0.888888888888889,36,24,9,44.5,164.814814814815,1.07407407407407,36,24,9,26.7142857142857,135.507246376812,0.811594202898551,18.6923076923077,14.0769230769231,7.9672131147541,6,120,0.8,51,18,17,10,125,1,24,24,6,12.6666666666667,165.217391304348,1.1304347826087,15,10.7142857142857,8.4,8.5,79.0697674418605,0.372093023255814,31.0769230769231,22.1538461538462,8.41666666666667,0,0,0,14.6666666666667,12,7.33333333333333,-20.75,-115.277777777778,-0.833333333333333,-36,-24,-9,-36.0909090909091,-122.530864197531,-0.740740740740741,-57.7142857142857,-38.8571428571429,-8.91176470588235,-35.5454545454545,-123.343848580442,-0.738170347003155,-36,-24,-9,-15.25,-105.172413793103,-0.609195402298851,-42.5,-30,-8.5,-10,-142.857142857143,-0.857142857142857,-36,-24,-9,-28,-124.84076433121,-0.694267515923567,-36,-24,-9,-32.1428571428571,-127.118644067797,-0.745762711864407,-36,-24,-9,-11.5,-111.650485436893,-0.737864077669903,-27.6875,-21.25,-7.81764705882353,-6.5,-76.4705882352941,-0.235294117647059,-37.2,-30.1,-7.41528239202658,-2,-40,0,-31.2727272727273,-27.2727272727273,-6.88,-8.33333333333333,-113.636363636364,-0.636363636363636,-45.2,-34.8,-7.79310344827586
70,419125,3,Cuttack,8,6,-0.2,1,0.5,0.5,0.5,0,0,0,36,24,9,35.0625,146.858638743456,1.07329842931937,36,24,9,21.1666666666667,107.627118644068,0.669491525423729,36,24,9,53.8,137.948717948718,0.892307692307692,59.3333333333333,35.6666666666667,9.98130841121495,33.6153846153846,147.138047138047,0.96969696969697,23.6666666666667,22,6.45454545454545,43,119.444444444444,0.722222222222222,48,24,12,36,137.142857142857,0.847619047619048,68.5,42,9.78571428571429,7.4,127.586206896552,0.551724137931034,17.9166666666667,14,7.67857142857143,0,0,0,36,24,9,2,50,0,28.2307692307692,22.6153846153846,7.48979591836735,7.75,119.230769230769,0.538461538461538,30.2222222222222,20.7777777777778,8.72727272727273,-6,-75,-0.5,-36,-24,-9,-36.8125,-187.579617834395,-1.44585987261146,-44.3333333333333,-22,-12.0909090909091,-14.4444444444444,-87.248322147651,-0.228187919463087,-36,-24,-9,-24.7777777777778,-130.409356725146,-0.678362573099415,-36,-24,-9,-75,-127.118644067797,-0.542372881355932,-36,-24,-9,0,0,0,-36,-24,-9,0,0,0,-36,-24,-9,-11.5,-92,-0.32,-17.6,-13.9333333333333,-7.57894736842105,-9.8,-125.641025641026,-0.82051282051282,-38,-24,-9.5,0,0,0,-36,-24,-9,-3,-27.2727272727273,0,-23,-24,-5.75
71,419126,3,Chennai,4,3,-0.4,1,0.5,0.5,0.5,57,131.538461538462,0.784615384615385,34,24,8.5,26.875,132.716049382716,0.753086419753086,25.0588235294118,22.1764705882353,6.77984084880637,30.6363636363636,160.47619047619,1.05714285714286,36,24,9,24.3333333333333,142.207792207792,0.857142857142857,36,24,9,19.75,157.213930348259,1.1044776119403,26.6,21.6,7.38888888888889,15.1666666666667,102.824858757062,0.542372881355932,36,24,9,25.6666666666667,120.3125,0.8125,36,24,9,17.3333333333333,131.645569620253,0.784810126582278,25.8888888888889,18.9444444444444,8.19941348973607,0,0,0,36,24,9,31,110.714285714286,0.785714285714286,35.6666666666667,26,8.23076923076923,0,0,0,39,24,9.75,-25.6666666666667,-101.650165016502,-0.627062706270627,-36,-24,-9,-50,-155.440414507772,-1.15025906735751,-36,-24,-9,-38,-140.340909090909,-0.829545454545455,-48,-32,-9,-25,-131.578947368421,-0.789473684210526,-36,-24,-9,-31.75,-133.684210526316,-0.873684210526316,-36,-24,-9,-35.375,-147.395833333333,-0.927083333333333,-26.2222222222222,-18.9444444444444,-8.3049853372434,-35,-152.173913043478,-1.1304347826087,-26.4444444444444,-21,-7.55555555555556,0,0,0,-29.3333333333333,-24,-7.33333333333333,-13,-108.333333333333,-0.416666666666667,-13.6666666666667,-12.3333333333333,-6.64864864864865,-7.5,-107.142857142857,-0.714285714285714,-23.4666666666667,-16.9333333333333,-8.31496062992126,-0.5,-20,0,-33.7857142857143,-30,-6.75714285714286
72,419127,3,Mumbai,1,7,-0.2,0,0.5,0.5,0.5,0,0,0,36,24,9,26,109.186351706037,0.650918635170604,24.3333333333333,22,6.63636363636364,84,116.666666666667,0.638888888888889,36,24,9,71,120.338983050847,0.745762711864407,21.6,16.8,7.71428571428571,22,78.5714285714286,0.428571428571429,36,24,9,0,0,0,36,24,9,30.3333333333333,135.820895522388,0.82089552238806,36,24,9,12.75,108.510638297872,0.425531914893617,35.3333333333333,29.6666666666667,7.14606741573034,0,0,0,36,24,9,1,50,0,32.5,24,8.125,17,65.3846153846154,0.153846153846154,41.6363636363636,31.7272727272727,7.87392550143267,-37.7777777777778,-115.254237288136,-0.63728813559322,-36,-24,-9,-32.5555555555556,-121.074380165289,-0.776859504132231,-36,-24,-9,-33,-148.648648648649,-0.828828828828829,-36,-24,-9,-15.5,-114.814814814815,-0.666666666666667,-48,-36,-8,-15,-111.111111111111,-0.592592592592593,-51,-18,-17,-16.3333333333333,-148.484848484849,-1.15151515151515,-36,-24,-9,-23.5,-134.285714285714,-0.8,-21.3846153846154,-15.5384615384615,-8.25742574257426,-11,-220,-1.6,-43,-24,-10.75,-10.5,-144.827586206897,-0.896551724137931,-17.5,-12.375,-8.48484848484848,-14.25,-109.615384615385,-0.653846153846154,-30.1428571428571,-22.2857142857143,-8.11538461538462,0,0,0,-23,-20,-6.9
73,419128,3,Bangalore,2,3,-0.2,1,0.5,0.5,0.5,24.6,124.242424242424,0.848484848484848,36,24,9,42.0909090909091,122.163588390501,0.738786279683377,54.875,37,8.89864864864865,28,124.84076433121,0.694267515923567,36,24,9,34.5,124.698795180723,0.746987951807229,36,24,9,15.3846153846154,107.52688172043,0.634408602150538,42.5,30,8.5,17,130.769230769231,0.461538461538462,36,24,9,32.1428571428571,127.118644067797,0.745762711864407,36,24,9,11.5,111.650485436893,0.737864077669903,28.2352941176471,21.4117647058824,7.91208791208791,6.5,76.4705882352941,0.235294117647059,35.4545454545455,29.5454545454545,7.2,2,40,0,26.4285714285714,23.1428571428571,6.85185185185185,8.33333333333333,113.636363636364,0.636363636363636,31.375,24.75,7.60606060606061,-28.0769230769231,-101.108033240997,-0.60387811634349,-36,-24,-9,-41.625,-152.752293577982,-1.14678899082569,-36,-24,-9,0,0,0,-36,-24,-9,-34.4666666666667,-141.256830601093,-0.830601092896175,-61,-43,-8.51162790697674,-16.6666666666667,-121.951219512195,-0.731707317073171,-36,-24,-9,-28.4444444444444,-133.333333333333,-0.864583333333333,-36,-24,-9,-37,-144.390243902439,-0.88780487804878,-24.75,-18.25,-8.13698630136986,-1,-33.3333333333333,0,-40,-32,-7.5,-7.5,-107.142857142857,-0.714285714285714,-23.8125,-17.375,-8.22302158273381,-0.5,-20,0,-27.7222222222222,-24.8888888888889,-6.68303571428571,-3,-75,0,-85.0909090909091,-24,-21.2727272727273
74,419129,3,Chandigarh,5,4,0,1,0.5,0.5,0.5,5,52.6315789473684,0.210526315789474,36,24,9,19.75,127.41935483871,0.870967741935484,36,24,9,31,134.782608695652,1.04347826086957,36,24,9,32,178.328173374613,1.3312693498452,27.5,20.5,8.04878048780488,37,168.181818181818,0.909090909090909,20,24,5,18.25,112.307692307692,0.553846153846154,36,24,9,39,118.181818181818,0.606060606060606,53.5384615384615,24,13.3846153846154,10.8571428571429,110.144927536232,0.579710144927536,24.7,19.5,7.6,4,66.6666666666667,0,30.9375,24,7.734375,5,38.4615384615385,0,30.3571428571429,22.2857142857143,8.17307692307692,0,0,0,101,72,8.41666666666667,-43,-124.63768115942,-0.739130434782609,-34,-24,-8.5,-29.3333333333333,-155.752212389381,-1.01769911504425,-36,-24,-9,-21,-115.068493150685,-0.767123287671233,-36,-24,-9,-21.3529411764706,-157.142857142857,-1.0995670995671,-25.1666666666667,-20,-7.55,-20.7272727272727,-141.614906832298,-0.857142857142857,-36,-24,-9,-28.2222222222222,-130.927835051546,-0.762886597938144,-24.8888888888889,-21.9444444444444,-6.80506329113924,-15.0769230769231,-101.554404145078,-0.49740932642487,-36,-24,-9,-18.6666666666667,-134.939759036145,-0.843373493975904,-25.9473684210526,-19.2105263157895,-8.1041095890411,0,0,0,-6.5,-7.25,-5.37931034482759,-27,-122.727272727273,-0.909090909090909,-26.6190476190476,-17.7619047619048,-8.99195710455764,0,0,0,-64,-42,-9.14285714285714
75,419130,3,Mumbai,3,7,-0.4,0,0.5,0.5,0.5,26.1428571428571,100.549450549451,0.598901098901099,36,24,9,40.5555555555556,148.373983739837,1.09756097560976,36,24,9,32.875,141.018766756032,0.831099195710456,61,43,8.51162790697674,28.7,137.320574162679,0.91866028708134,36,24,9,47.4545454545455,140.322580645161,0.827956989247312,36,24,9,35,140.625,0.857142857142857,24.9047619047619,18.5238095238095,8.06683804627249,0,0,0,36,24,9,8,145.454545454545,0.909090909090909,31.3333333333333,19.1111111111111,9.83720930232558,7.5,93.75,0.625,25.2941176470588,17.7647058823529,8.54304635761589,0.5,20,0,24.952380952381,22.4761904761905,6.66101694915254,0,0,0,36,24,9,-36.3,-114.873417721519,-0.645569620253165,-36,-24,-9,-40.4444444444444,-125.51724137931,-0.786206896551724,-36,-24,-9,-32.5,-144.444444444444,-0.814814814814815,-36,-24,-9,-25.5,-134.210526315789,-0.736842105263158,-51,-18,-17,-12.6666666666667,-111.764705882353,-0.647058823529412,-48,-36,-8,-23.5,-134.285714285714,-0.8,-24.1538461538462,-17.3846153846154,-8.33628318584071,-11,-220,-1.6,-81,-48,-10.125,-16.3333333333333,-148.484848484849,-1.15151515151515,-36,-24,-9,-10.5,-144.827586206897,-0.896551724137931,-17.4444444444444,-13.6666666666667,-7.65853658536585,-14.25,-109.615384615385,-0.653846153846154,-28.0625,-21,-8.01785714285714,0,0,0,-32.3333333333333,-28,-6.92857142857143
76,419131,3,Ahmedabad,8,5,0,0,0.5,0.5,0.5,34.4117647058824,147.727272727273,1.09090909090909,36,24,9,24.875,121.341463414634,0.731707317073171,36,24,9,21.9230769230769,108.778625954198,0.679389312977099,36,24,9,50.6666666666667,138.812785388128,0.904109589041096,33.1666666666667,21.8333333333333,9.11450381679389,34.4285714285714,147.400611620795,0.972477064220183,26,24,6.5,72,130.909090909091,0.8,48,24,12,32.1111111111111,136.320754716981,0.839622641509434,68.5,42,9.78571428571429,8,129.032258064516,0.516129032258065,18.1538461538462,14.7692307692308,7.375,0,0,0,21,12,10.5,7.75,119.230769230769,0.538461538461538,31.9444444444444,21.7777777777778,8.80102040816327,2,50,0,28.7857142857143,22.7142857142857,7.60377358490566,-17,-104.081632653061,-0.653061224489796,-36,-24,-9,-18.4,-127.777777777778,-0.916666666666667,-36,-24,-9,-31.7894736842105,-176.608187134503,-1.28654970760234,-23.6666666666667,-18.0833333333333,-7.85253456221198,-38,-124.590163934426,-0.819672131147541,-36,-24,-9,-82,-178.260869565217,-1,-22.6666666666667,-24,-5.66666666666667,-39,-118.181818181818,-0.606060606060606,-53.5384615384615,-24,-13.3846153846154,-14.8,-112.121212121212,-0.545454545454545,-36,-24,-9,-10.8571428571429,-110.144927536232,-0.579710144927536,-25.3809523809524,-19.7142857142857,-7.72463768115942,0,0,0,-36,-24,-9,-5,-38.4615384615385,0,-28.125,-21,-8.03571428571429,0,0,0,-30.75,-22.75,-8.10989010989011
77,419132,3,Chandigarh,1,4,0,1,0.5,0.5,0.5,75,125,0.666666666666667,31,24,7.75,26.2941176470588,107.710843373494,0.64578313253012,24.3333333333333,22,6.63636363636364,0,0,0,36,24,9,21.625,132.06106870229,0.885496183206107,36,24,9,31.9,123.166023166023,0.687258687258687,65,39,10,74,119.354838709677,0.709677419354839,27.4,21,7.82857142857143,30.3333333333333,135.820895522388,0.82089552238806,36,24,9,1,50,0,48,33,8.72727272727273,10.8,117.391304347826,0.695652173913043,25.875,19.5,7.96153846153846,2,50,0,26.1818181818182,23.4545454545455,6.69767441860465,1,50,0,29.3333333333333,24,7.33333333333333,-39.4,-120.121951219512,-0.646341463414634,-34,-24,-8.5,-21,-154.918032786885,-1.0655737704918,-27.1666666666667,-21,-7.76190476190476,-23.8,-130.769230769231,-0.923076923076923,-36,-24,-9,-29.3076923076923,-159.414225941423,-1.06276150627615,-36,-24,-9,-20.9166666666667,-137.158469945355,-0.786885245901639,-36,-24,-9,-25.5,-130.769230769231,-0.758974358974359,-27.3888888888889,-23.2777777777778,-7.05966587112172,-12.6666666666667,-97.4358974358974,-0.666666666666667,-50,-24,-12.5,-17,-130.769230769231,-1.07692307692308,-28,-24,-7,-17.1428571428571,-131.868131868132,-0.813186813186813,-26.1,-19.45,-8.05141388174807,0,0,0,-56.5,-33,-10.2727272727273,0,0,0,-36,-24,-9
78,419133,3,Bangalore,6,2,-0.2,1,0.5,0.5,0.5,31.5,153.658536585366,1.07317073170732,36,24,9,34.8235294117647,184.423676012461,1.41433021806854,44.3333333333333,22,12.0909090909091,15.7,89.7142857142857,0.24,36,24,9,26.9,135.858585858586,0.727272727272727,36,24,9,0,0,0,36,24,9,0,0,0,36,24,9,41.5,123.880597014925,0.537313432835821,36,24,9,9.2,90.1960784313726,0.313725490196078,17.25,14.1875,7.29515418502203,4,30.7692307692308,0,26.2,24,6.55,10.4,120.93023255814,0.744186046511628,74,48,9.25,2,42.8571428571429,0,44.25,30,8.85,-23.8333333333333,-112.59842519685,-0.724409448818898,-36,-24,-9,-40.1666666666667,-121.717171717172,-0.747474747474748,-58.5,-40,-8.775,-40.1666666666667,-130.27027027027,-0.8,-36,-24,-9,-27.0666666666667,-124.923076923077,-0.707692307692308,-36,-24,-9,-9,-105.882352941176,-0.352941176470588,-36,-24,-9,-16,-110.891089108911,-0.653465346534653,-42.5,-30,-8.5,-33.7142857142857,-128.260869565217,-0.75,-36,-24,-9,-8.33333333333333,-113.636363636364,-0.636363636363636,-24.25,-18.5,-7.86486486486487,-11.5,-111.650485436893,-0.737864077669903,-27.8333333333333,-21.5555555555556,-7.74742268041237,-2,-40,0,-28.2142857142857,-24.8571428571429,-6.81034482758621,-6.5,-76.4705882352941,-0.235294117647059,-33.75,-29.0833333333333,-6.96275071633238
79,419134,3,Ahmedabad,5,3,0.2,1,0.5,0.5,0.5,24,118.518518518519,0.740740740740741,36,24,9,17.6666666666667,119.101123595506,0.853932584269663,36,24,9,42,116.666666666667,0.75,36,24,9,35.6315789473684,180.053191489362,1.31914893617021,24.6666666666667,19.0833333333333,7.75545851528384,82,178.260869565217,1,26,30,5.2,39,118.181818181818,0.606060606060606,56.8421052631579,24,14.2105263157895,14.8,112.121212121212,0.545454545454545,36,24,9,0,0,0,29.5,20,8.85,10.8571428571429,110.144927536232,0.579710144927536,24.9090909090909,19.9090909090909,7.50684931506849,0,0,0,20.7142857142857,16.4285714285714,7.56521739130435,5,38.4615384615385,0,30.3125,22.125,8.22033898305085,-13.25,-110.416666666667,-0.625,-36,-24,-9,-38.5,-149.22480620155,-1.10852713178295,-36,-24,-9,-38.0625,-143.294117647059,-0.837647058823529,-61,-43,-8.51162790697674,-47.4545454545455,-140.322580645161,-0.827956989247312,-36,-24,-9,-34.2,-134.645669291339,-0.850393700787402,-36,-24,-9,-35,-140.625,-0.857142857142857,-26.1428571428571,-19.6666666666667,-7.97578692493947,0,0,0,-36,-24,-9,0,0,0,-36,-24,-9,-8,-145.454545454545,-0.909090909090909,-30.5,-18.4,-9.94565217391304,-0.5,-20,0,-24.1739130434783,-21.5652173913043,-6.7258064516129,0,0,0,-30,-24,-7.5
80,419135,3,Mumbai,7,8,0.4,1,0.5,0.5,0.5,38.0909090909091,119.714285714286,0.691428571428571,36,24,9,43.6,127.485380116959,0.777777777777778,36,24,9,24.875,135.374149659864,0.802721088435374,27.3846153846154,19.2307692307692,8.544,28.1428571428571,142.753623188406,0.797101449275362,36,24,9,30.6666666666667,158.620689655172,1,36,24,9,18.6666666666667,119.148936170213,0.595744680851064,51,18,17,14.5,134.883720930233,0.930232558139535,48,36,8,12,200,1.33333333333333,104,72,8.66666666666667,10.5,144.827586206897,0.896551724137931,18.2,14.7,7.42857142857143,14.25,109.615384615385,0.653846153846154,30.875,22.5,8.23333333333333,0,0,0,46,36,7.66666666666667,-32.5555555555556,-146.8671679198,-1.08270676691729,-36,-24,-9,-1,-25,0,-36,-24,-9,-22.1428571428571,-112.31884057971,-0.717391304347826,-36,-24,-9,-46.5714285714286,-139.914163090129,-0.901287553648069,-34.6666666666667,-23.8333333333333,-8.72727272727273,-35.4,-146.685082872928,-0.950276243093923,-31.6666666666667,-28,-6.78571428571429,-40.5,-115.714285714286,-0.628571428571429,-48,-24,-12,-29.1,-134.101382488479,-0.820276497695853,-68.5,-42,-9.78571428571429,-7,-100,0,-31.5,-18,-10.5,0,0,0,-36,-24,-9,-8,-106.666666666667,-0.466666666666667,-33.1666666666667,-22.4444444444444,-8.86633663366337,-2,-50,0,-29.5333333333333,-22.4,-7.91071428571429
81,419136,3,Delhi,6,1,0,1,0.5,0.5,0.5,32,174.545454545455,1.23636363636364,36,24,9,33.5555555555556,181.927710843373,1.39156626506024,44.3333333333333,22,12.0909090909091,43.9285714285714,139.455782312925,0.829931972789116,36,24,9,26,131.797235023041,0.682027649769585,36,24,9,0,0,0,36,24,9,50,172.413793103448,1.10344827586207,36,24,9,18,150,0.833333333333333,21,12,10.5,9.2,90.1960784313726,0.313725490196078,16.6111111111111,13.9444444444444,7.14741035856574,4,30.7692307692308,0,32.4,28.8,6.75,10.4,120.93023255814,0.744186046511628,50.5,36,8.41666666666667,18.3333333333333,148.648648648649,0.972972972972973,35.6666666666667,24,8.91666666666667,-44.5,-123.611111111111,-0.722222222222222,-54,-42,-7.71428571428571,-27.6111111111111,-109.230769230769,-0.654945054945055,-24.3333333333333,-22,-6.63636363636364,-4,-57.1428571428571,-0.571428571428571,-36,-24,-9,-31,-139.325842696629,-0.898876404494382,-36,-24,-9,-29.2727272727273,-121.969696969697,-0.674242424242424,-68.5,-42,-9.78571428571429,-46.5,-127.397260273973,-0.712328767123288,-27.1666666666667,-21.5,-7.58139534883721,-30.3333333333333,-135.820895522388,-0.82089552238806,-36,-24,-9,-10.8,-117.391304347826,-0.695652173913043,-23.9,-18,-7.96666666666667,-12.75,-108.510638297872,-0.425531914893617,-33.2857142857143,-28.8571428571429,-6.92079207920792,0,0,0,-17.6666666666667,-16,-6.625,-17,-65.3846153846154,-0.153846153846154,-38.6153846153846,-28.6923076923077,-8.07506702412869
82,419137,3,Mumbai,4,7,-0.6,0,0.5,0.5,0.5,32.8333333333333,118.674698795181,0.63855421686747,35,24,8.75,68.4444444444444,139.68253968254,0.888888888888889,36,24,9,23.5,122.608695652174,0.834782608695652,36,24,9,20.5384615384615,134.848484848485,0.747474747474748,36,24,9,21.1578947368421,154.615384615385,1.06923076923077,27.1666666666667,21,7.76190476190476,25.1818181818182,132.535885167464,0.755980861244019,26.75,22.15,7.24604966139955,24,133.333333333333,1,37.75,30,7.55,15.5,97.8947368421053,0.652631578947368,50,24,12.5,17.1428571428571,131.868131868132,0.813186813186813,26.5238095238095,19.6666666666667,8.09200968523003,0,0,0,24,24,6,0,0,0,34,21,9.71428571428571,-35.5833333333333,-117.955801104972,-0.69060773480663,-36,-24,-9,-44.6363636363636,-127.532467532468,-0.784415584415584,-36,-24,-9,-11.8,-122.916666666667,-0.833333333333333,-34,-24,-8.5,-25.125,-142.553191489362,-0.808510638297872,-36,-24,-9,-24.5,-150.769230769231,-0.892307692307692,-36,-24,-9,-24.6666666666667,-136.196319018405,-0.834355828220859,-28.6153846153846,-20.1538461538462,-8.51908396946565,-14.75,-113.461538461538,-0.538461538461538,-51,-18,-17,-22.75,-193.617021276596,-1.48936170212766,-16.3846153846154,-13.1538461538462,-7.47368421052632,-25,-119.047619047619,-0.571428571428571,-128,-90,-8.53333333333333,-14.25,-109.615384615385,-0.653846153846154,-27.1052631578947,-19.8947368421053,-8.17460317460317,0,0,0,-25,-21.6666666666667,-6.92307692307692
83,419138,3,Chennai,2,3,0.4,0,0.5,0.5,0.5,26,116.666666666667,0.730769230769231,36,24,9,39.1538461538462,119.764705882353,0.724705882352941,63,43,8.7906976744186,38.2307692307692,130.789473684211,0.805263157894737,36,24,9,18.7142857142857,116.444444444444,0.684444444444444,42.5,30,8.5,0,0,0,36,24,9,16.2857142857143,111.764705882353,0.549019607843137,96,24,24,25.4375,124.846625766871,0.705521472392638,36,24,9,10.4545454545455,110.576923076923,0.730769230769231,30.3333333333333,22.8888888888889,7.95145631067961,7,77.7777777777778,0.222222222222222,36.25,31.0833333333333,6.99731903485255,5,71.4285714285714,0.285714285714286,29.1333333333333,24.8,7.04838709677419,6.75,112.5,0.583333333333333,24.6153846153846,18.9230769230769,7.80487804878049,-19,-125,-0.763157894736842,-36,-24,-9,-36.7272727272727,-148.529411764706,-1.08823529411765,-36,-24,-9,-36.6470588235294,-142.562929061785,-0.823798627002288,-76,-55,-8.29090909090909,-45.25,-138.874680306905,-0.808184143222506,-36,-24,-9,-34.3,-145.338983050847,-0.906779661016949,-25.8695652173913,-19,-8.16933638443936,-33.3636363636364,-130.604982206406,-0.797153024911032,-36,-24,-9,0,0,0,-36,-24,-9,-18.5,-127.586206896552,-0.896551724137931,-27.5555555555556,-21.6666666666667,-7.63076923076923,-0.5,-20,0,-25.6521739130435,-22.6086956521739,-6.80769230769231,-2,-66.6666666666667,0,-14,-12,-7,0,0,0,-20,-16,-7.5
84,419139,3,Delhi,6,5,-0.2,1,0.5,0.5,0.5,67.6666666666667,163.709677419355,1.08064516129032,36,24,9,32.2105263157895,182.686567164179,1.40298507462687,44.3333333333333,22,12.0909090909091,41.0666666666667,139.051918735892,0.826185101580136,36,24,9,53,117.777777777778,0.533333333333333,7,5,8.4,54,180,1.2,36,24,9,23.8333333333333,131.192660550459,0.678899082568807,36,24,9,18,150,0.833333333333333,19.75,12,9.875,9.2,90.1960784313726,0.313725490196078,16.6842105263158,14.4736842105263,6.91636363636364,22,157.142857142857,1.04081632653061,18.4,14.4,7.66666666666667,0,0,0,30.6666666666667,20,9.2,10.4,120.93023255814,0.744186046511628,32,24,8,-25.2,-129.896907216495,-0.865979381443299,-36,-24,-9,-26.5714285714286,-134.782608695652,-0.942028985507246,-36,-24,-9,-33.6666666666667,-112.222222222222,-0.644444444444444,-36,-24,-9,-32,-121.904761904762,-0.647619047619048,-56.8421052631579,-24,-14.2105263157895,-102,-156.923076923077,-0.769230769230769,-34,-36,-5.66666666666667,-34.25,-179.319371727749,-1.30890052356021,-24.7692307692308,-19.4615384615385,-7.63636363636364,-13.1666666666667,-114.492753623188,-0.579710144927536,-36,-24,-9,-10.8571428571429,-110.144927536232,-0.579710144927536,-25.304347826087,-20.0869565217391,-7.55844155844156,-2,-66.6666666666667,0,-54,-29,-11.1724137931034,-1,-100,0,-18.5555555555556,-15.4444444444444,-7.20863309352518,-5,-38.4615384615385,0,-31.4375,-23.625,-7.98412698412698
