,Match_Id,Player_Id,cum_run_scored,cum_ball_faced,cum_four,cum_six,cum_dis,cum_run_conceded,cum_ball_thrown,cum_wicket,Batting_Average,Batting_Strike_Rate,Hard_Hitter,Economy_Rate,Bowling_Strike_Rate,Bowling_Average
1749,419132,64,251.0,183.0,21.0,10.0,12.0,0.0,0.0,0.0,20.916666666666668,1.3715846994535519,0.7868852459016393,9.0,24.0,36.0
1851,419137,64,267.0,198.0,22.0,10.0,13.0,0.0,0.0,0.0,20.53846153846154,1.3484848484848484,0.7474747474747475,9.0,24.0,36.0
2008,419144,64,287.0,216.0,24.0,10.0,14.0,0.0,0.0,0.0,20.5,1.3287037037037037,0.7222222222222222,9.0,24.0,36.0
2091,419148,64,397.0,275.0,38.0,13.0,14.0,0.0,0.0,0.0,28.357142857142858,1.4436363636363636,0.8363636363636363,9.0,24.0,36.0
2167,419151,64,441.0,308.0,44.0,14.0,15.0,0.0,0.0,0.0,29.4,1.4318181818181819,0.8441558441558441,9.0,24.0,36.0
2233,419154,64,472.0,326.0,51.0,14.0,16.0,0.0,0.0,0.0,29.5,1.4478527607361964,0.8834355828220859,9.0,24.0,36.0
2376,419161,64,510.0,361.0,55.0,15.0,17.0,0.0,0.0,0.0,30.0,1.4127423822714682,0.8587257617728532,9.0,24.0,36.0
2442,419164,64,603.0,423.0,68.0,17.0,17.0,0.0,0.0,0.0,35.470588235294116,1.425531914893617,0.8841607565011821,9.0,24.0,36.0
2642,501205,64,624.0,431.0,70.0,19.0,18.0,0.0,0.0,0.0,34.666666666666664,1.4477958236658932,0.91415313225058,9.0,24.0,36.0
2797,501212,64,642.0,449.0,72.0,19.0,19.0,0.0,0.0,0.0,33.78947368421053,1.4298440979955456,0.8953229398663697,9.0,24.0,36.0
2865,501215,64,644.0,452.0,72.0,19.0,20.0,0.0,0.0,0.0,32.2,1.424778761061947,0.8893805309734514,9.0,24.0,36.0
2977,501220,64,700.0,488.0,81.0,19.0,21.0,0.0,0.0,0.0,33.333333333333336,1.4344262295081966,0.8975409836065574,9.0,24.0,36.0
3037,501224,64,716.0,499.0,83.0,20.0,22.0,0.0,0.0,0.0,32.54545454545455,1.434869739478958,0.905811623246493,9.0,24.0,36.0
3168,501230,64,741.0,526.0,88.0,20.0,23.0,0.0,0.0,0.0,32.21739130434783,1.408745247148289,0.8973384030418251,9.0,24.0,36.0
3266,501234,64,754.0,539.0,90.0,20.0,24.0,0.0,0.0,0.0,31.416666666666668,1.398886827458256,0.8905380333951762,9.0,24.0,36.0
3355,501238,64,758.0,547.0,91.0,20.0,25.0,0.0,0.0,0.0,30.32,1.3857404021937842,0.8848263254113345,9.0,24.0,36.0
3465,501243,64,776.0,575.0,93.0,20.0,26.0,0.0,0.0,0.0,29.846153846153847,1.3495652173913044,0.8556521739130435,9.0,24.0,36.0
3545,501247,64,783.0,585.0,94.0,20.0,27.0,0.0,0.0,0.0,29.0,1.3384615384615384,0.8478632478632478,9.0,24.0,36.0
3655,501252,64,838.0,626.0,96.0,22.0,28.0,0.0,0.0,0.0,29.928571428571427,1.3386581469648562,0.8242811501597445,9.0,24.0,36.0
3807,501259,64,841.0,633.0,96.0,22.0,29.0,0.0,0.0,0.0,29.0,1.3285939968404423,0.8151658767772512,9.0,24.0,36.0
3906,501263,64,917.0,685.0,104.0,24.0,30.0,0.0,0.0,0.0,30.566666666666666,1.3386861313868612,0.8175182481751825,9.0,24.0,36.0
4413,548321,64,923.0,688.0,105.0,24.0,31.0,0.0,0.0,0.0,29.774193548387096,1.3415697674418605,0.8197674418604651,9.0,24.0,36.0
4523,548326,64,943.0,709.0,106.0,24.0,31.0,0.0,0.0,0.0,30.419354838709676,1.3300423131170662,0.8011283497884344,9.0,24.0,36.0
4612,548330,64,949.0,714.0,107.0,24.0,31.0,0.0,0.0,0.0,30.612903225806452,1.3291316526610644,0.8011204481792717,9.0,24.0,36.0
4700,548334,64,966.0,735.0,108.0,24.0,31.0,0.0,0.0,0.0,31.161290322580644,1.3142857142857143,0.7836734693877551,9.0,24.0,36.0
4779,548338,64,966.0,735.0,108.0,24.0,31.0,0.0,0.0,0.0,31.161290322580644,1.3142857142857143,0.7836734693877551,9.0,24.0,36.0
4866,548342,64,973.0,742.0,109.0,24.0,31.0,0.0,0.0,0.0,31.387096774193548,1.3113207547169812,0.7816711590296496,9.0,24.0,36.0
4928,548347,64,991.0,757.0,112.0,24.0,31.0,0.0,0.0,0.0,31.967741935483872,1.309114927344782,0.7820343461030383,9.0,24.0,36.0
4994,548350,64,1046.0,799.0,120.0,24.0,31.0,0.0,0.0,0.0,33.74193548387097,1.309136420525657,0.7809762202753442,9.0,24.0,36.0
5090,548354,64,1052.0,804.0,121.0,24.0,31.0,0.0,0.0,0.0,33.935483870967744,1.308457711442786,0.7810945273631841,9.0,24.0,36.0
5260,548362,64,1052.0,807.0,121.0,24.0,31.0,0.0,0.0,0.0,33.935483870967744,1.3035935563816605,0.7781908302354399,9.0,24.0,36.0
5415,548369,64,1082.0,835.0,124.0,25.0,31.0,0.0,0.0,0.0,34.903225806451616,1.295808383233533,0.7736526946107785,9.0,24.0,36.0
5535,548374,64,1090.0,845.0,125.0,25.0,31.0,0.0,0.0,0.0,35.16129032258065,1.2899408284023668,0.7692307692307693,9.0,24.0,36.0
5594,548377,64,1146.0,894.0,133.0,25.0,31.0,0.0,0.0,0.0,36.96774193548387,1.2818791946308725,0.7628635346756152,9.0,24.0,36.0
5646,548379,64,1155.0,908.0,133.0,25.0,31.0,0.0,0.0,0.0,37.25806451612903,1.2720264317180616,0.751101321585903,9.0,24.0,36.0
5729,548383,64,1163.0,918.0,134.0,25.0,31.0,0.0,0.0,0.0,37.516129032258064,1.266884531590414,0.7472766884531591,9.0,24.0,36.0
5770,548385,64,1203.0,953.0,140.0,25.0,31.0,0.0,0.0,0.0,38.806451612903224,1.2623294858342078,0.74501573976915,9.0,24.0,36.0
5810,598003,64,1258.0,994.0,144.0,27.0,31.0,0.0,0.0,0.0,40.58064516129032,1.2655935613682092,0.7424547283702213,9.0,24.0,36.0
5885,598006,64,1324.0,1049.0,152.0,28.0,31.0,0.0,0.0,0.0,42.70967741935484,1.2621544327931362,0.7397521448999047,9.0,24.0,36.0
5993,598011,64,1343.0,1065.0,153.0,28.0,31.0,0.0,0.0,0.0,43.32258064516129,1.2610328638497652,0.7323943661971831,9.0,24.0,36.0
6074,598015,64,1346.0,1072.0,153.0,28.0,31.0,0.0,0.0,0.0,43.41935483870968,1.2555970149253732,0.7276119402985075,9.0,24.0,36.0
6229,598022,64,1358.0,1086.0,154.0,29.0,31.0,0.0,0.0,0.0,43.806451612903224,1.2504604051565378,0.7274401473296501,9.0,24.0,36.0
6300,598025,64,1386.0,1117.0,156.0,29.0,31.0,0.0,0.0,0.0,44.70967741935484,1.2408236347358996,0.7144136078782453,9.0,24.0,36.0
6386,598029,64,1392.0,1129.0,157.0,29.0,31.0,0.0,0.0,0.0,44.903225806451616,1.2329495128432242,0.7103631532329495,9.0,24.0,36.0
10324,598033,64,1451.0,1172.0,165.0,30.0,31.0,0.0,0.0,0.0,46.806451612903224,1.2380546075085324,0.7167235494880546,9.0,24.0,36.0
10472,598040,64,1490.0,1214.0,168.0,31.0,32.0,0.0,0.0,0.0,46.5625,1.227347611202636,0.7067545304777595,9.0,24.0,36.0
10591,598045,64,1502.0,1231.0,170.0,31.0,33.0,0.0,0.0,0.0,45.515151515151516,1.2201462225832655,0.7034930950446792,9.0,24.0,36.0
10670,598049,64,1507.0,1239.0,170.0,31.0,34.0,0.0,0.0,0.0,44.3235294117647,1.2163034705407587,0.6989507667473769,9.0,24.0,36.0
10780,598054,64,1518.0,1251.0,171.0,32.0,35.0,0.0,0.0,0.0,43.371428571428574,1.2134292565947242,0.7002398081534772,9.0,24.0,36.0
10895,598059,64,1552.0,1282.0,175.0,33.0,36.0,0.0,0.0,0.0,43.111111111111114,1.2106084243369735,0.7004680187207488,9.0,24.0,36.0
11000,598064,64,1571.0,1295.0,179.0,33.0,37.0,0.0,0.0,0.0,42.45945945945946,1.2131274131274132,0.7057915057915058,9.0,24.0,36.0
11183,598072,64,1575.0,1299.0,180.0,33.0,38.0,0.0,0.0,0.0,41.44736842105263,1.2124711316397228,0.7066974595842956,9.0,24.0,36.0
116,335992,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,36.0
204,335996,65,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,24.0,36.0
2457,419164,65,4.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,9.0,24.0,36.0
2816,501213,65,4.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,9.0,24.0,36.0
2904,501217,65,42.0,45.0,5.0,1.0,3.0,0.0,0.0,0.0,14.0,0.9333333333333333,0.5777777777777777,9.0,24.0,36.0
2992,501221,65,49.0,50.0,6.0,1.0,4.0,0.0,0.0,0.0,12.25,0.98,0.6,9.0,24.0,36.0
3152,501229,65,111.0,91.0,14.0,2.0,5.0,0.0,0.0,0.0,22.2,1.2197802197802199,0.7472527472527473,9.0,24.0,36.0
3256,501234,65,116.0,94.0,14.0,2.0,6.0,0.0,0.0,0.0,19.333333333333332,1.2340425531914894,0.723404255319149,9.0,24.0,36.0
3417,501241,65,117.0,98.0,14.0,2.0,7.0,0.0,0.0,0.0,16.714285714285715,1.1938775510204083,0.6938775510204082,9.0,24.0,36.0
3482,501244,65,173.0,128.0,20.0,6.0,8.0,0.0,0.0,0.0,21.625,1.3515625,0.90625,9.0,24.0,36.0
3579,501248,65,199.0,148.0,23.0,6.0,9.0,0.0,0.0,0.0,22.11111111111111,1.3445945945945945,0.8648648648648649,9.0,24.0,36.0
3724,501255,65,199.0,148.0,23.0,6.0,9.0,0.0,0.0,0.0,22.11111111111111,1.3445945945945945,0.8648648648648649,9.0,24.0,36.0
3851,501261,65,199.0,149.0,23.0,6.0,10.0,0.0,0.0,0.0,19.9,1.3355704697986577,0.8590604026845637,9.0,24.0,36.0
3926,501264,65,219.0,171.0,23.0,8.0,11.0,0.0,0.0,0.0,19.90909090909091,1.280701754385965,0.8187134502923976,9.0,24.0,36.0
40,335988,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,36.0
117,335992,66,0.0,0.0,0.0,0.0,0.0,35.0,24.0,1.0,0.0,0.0,0.0,8.75,24.0,35.0
205,335996,66,0.0,2.0,0.0,0.0,1.0,70.0,48.0,2.0,0.0,0.0,0.0,8.75,24.0,35.0
302,336000,66,16.0,10.0,2.0,1.0,1.0,79.0,72.0,3.0,16.0,1.6,1.4,6.583333333333333,24.0,26.333333333333332
1752,419132,66,17.0,13.0,2.0,1.0,1.0,112.0,96.0,4.0,17.0,1.3076923076923077,1.0769230769230769,7.0,24.0,28.0
1854,419137,66,24.0,18.0,3.0,1.0,1.0,151.0,120.0,4.0,24.0,1.3333333333333333,1.0,7.55,30.0,37.75
1942,419141,66,27.0,21.0,3.0,1.0,2.0,175.0,135.0,4.0,13.5,1.2857142857142858,0.8571428571428571,7.777777777777778,33.75,43.75
2176,419151,66,28.0,22.0,3.0,1.0,2.0,223.0,159.0,4.0,14.0,1.2727272727272727,0.8181818181818182,8.415094339622641,39.75,55.75
2858,501214,66,28.0,22.0,3.0,1.0,2.0,261.0,183.0,4.0,14.0,1.2727272727272727,0.8181818181818182,8.557377049180328,45.75,65.25
2968,501219,66,28.0,22.0,3.0,1.0,2.0,290.0,207.0,4.0,14.0,1.2727272727272727,0.8181818181818182,8.405797101449275,51.75,72.5
3053,501224,66,28.0,22.0,3.0,1.0,2.0,302.0,221.0,5.0,14.0,1.2727272727272727,0.8181818181818182,8.199095022624434,44.2,60.4
3285,501235,66,29.0,25.0,3.0,1.0,3.0,335.0,245.0,6.0,9.666666666666666,1.16,0.72,8.204081632653061,40.833333333333336,55.833333333333336
3387,501239,66,30.0,26.0,3.0,1.0,4.0,359.0,269.0,6.0,7.5,1.1538461538461537,0.6923076923076923,8.007434944237918,44.833333333333336,59.833333333333336
3493,501244,66,30.0,26.0,3.0,1.0,4.0,386.0,293.0,6.0,7.5,1.1538461538461537,0.6923076923076923,7.90443686006826,48.833333333333336,64.33333333333333
3555,501247,66,30.0,26.0,3.0,1.0,4.0,416.0,317.0,7.0,7.5,1.1538461538461537,0.6923076923076923,7.873817034700315,45.285714285714285,59.42857142857143
3627,501250,66,31.0,28.0,3.0,1.0,5.0,458.0,341.0,7.0,6.2,1.1071428571428572,0.6428571428571429,8.058651026392962,48.714285714285715,65.42857142857143
3844,501260,66,31.0,28.0,3.0,1.0,5.0,466.0,365.0,7.0,6.2,1.1071428571428572,0.6428571428571429,7.66027397260274,52.142857142857146,66.57142857142857
4001,501267,66,31.0,28.0,3.0,1.0,5.0,497.0,383.0,8.0,6.2,1.1071428571428572,0.6428571428571429,7.785900783289817,47.875,62.125
4085,501272,66,31.0,28.0,3.0,1.0,5.0,525.0,407.0,8.0,6.2,1.1071428571428572,0.6428571428571429,7.73955773955774,50.875,65.625
4122,501274,66,31.0,28.0,3.0,1.0,5.0,562.0,431.0,8.0,6.2,1.1071428571428572,0.6428571428571429,7.823665893271461,53.875,70.25
4210,548312,66,33.0,31.0,3.0,1.0,5.0,599.0,455.0,9.0,6.6,1.064516129032258,0.5806451612903226,7.898901098901099,50.55555555555556,66.55555555555556
4327,548317,66,42.0,36.0,3.0,2.0,6.0,614.0,467.0,9.0,7.0,1.1666666666666667,0.6666666666666666,7.8886509635974305,51.888888888888886,68.22222222222223
4386,548320,66,67.0,48.0,5.0,4.0,6.0,642.0,492.0,9.0,11.166666666666666,1.3958333333333333,0.9166666666666666,7.829268292682927,54.666666666666664,71.33333333333333
4685,548333,66,75.0,52.0,5.0,5.0,6.0,663.0,516.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.709302325581396,57.333333333333336,73.66666666666667
4839,548340,66,75.0,52.0,5.0,5.0,6.0,688.0,541.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.630314232902033,60.111111111111114,76.44444444444444
4989,548349,66,75.0,52.0,5.0,5.0,6.0,703.0,565.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.465486725663717,62.77777777777778,78.11111111111111
5058,548352,66,75.0,52.0,5.0,5.0,6.0,736.0,590.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.4847457627118645,65.55555555555556,81.77777777777777
5277,548362,66,75.0,52.0,5.0,5.0,6.0,770.0,614.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.52442996742671,68.22222222222223,85.55555555555556
5410,548368,66,75.0,52.0,5.0,5.0,6.0,808.0,639.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.586854460093897,71.0,89.77777777777777
5807,548386,66,75.0,52.0,5.0,5.0,6.0,851.0,664.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.6897590361445785,73.77777777777777,94.55555555555556
5827,598003,66,75.0,52.0,5.0,5.0,6.0,892.0,689.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.7677793904209,76.55555555555556,99.11111111111111
5978,598010,66,75.0,52.0,5.0,5.0,6.0,931.0,714.0,9.0,12.5,1.4423076923076923,0.9615384615384616,7.823529411764706,79.33333333333333,103.44444444444444
10590,598045,66,80.0,58.0,6.0,5.0,6.0,950.0,739.0,9.0,13.333333333333334,1.3793103448275863,0.9310344827586207,7.713125845737483,82.11111111111111,105.55555555555556
41,335988,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,36.0
118,335992,67,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,19.0,24.0,76.0
206,335996,67,24.0,11.0,4.0,0.0,0.0,46.0,18.0,0.0,24.0,2.1818181818181817,1.4545454545454546,15.333333333333334,24.0,61.333333333333336
305,336000,67,24.0,12.0,4.0,0.0,1.0,62.0,42.0,2.0,24.0,2.0,1.3333333333333333,8.857142857142858,21.0,31.0
392,336004,67,24.0,12.0,4.0,0.0,1.0,91.0,66.0,2.0,24.0,2.0,1.3333333333333333,8.272727272727273,33.0,45.5
469,336008,67,24.0,12.0,4.0,0.0,1.0,119.0,90.0,5.0,24.0,2.0,1.3333333333333333,7.933333333333334,18.0,23.8
545,336011,67,45.0,19.0,7.0,1.0,1.0,135.0,96.0,5.0,45.0,2.3684210526315788,1.7894736842105263,8.4375,19.2,27.0
695,336018,67,45.0,19.0,7.0,1.0,1.0,160.0,120.0,8.0,45.0,2.3684210526315788,1.7894736842105263,8.0,15.0,20.0
766,336021,67,62.0,34.0,8.0,2.0,2.0,196.0,138.0,9.0,31.0,1.8235294117647058,1.2941176470588236,8.521739130434783,15.333333333333334,21.77777777777778
829,336024,67,62.0,34.0,8.0,2.0,2.0,229.0,162.0,11.0,31.0,1.8235294117647058,1.2941176470588236,8.481481481481481,14.727272727272727,20.818181818181817
898,336027,67,62.0,34.0,8.0,2.0,2.0,264.0,186.0,14.0,31.0,1.8235294117647058,1.2941176470588236,8.516129032258064,13.285714285714286,18.857142857142858
1030,336033,67,62.0,34.0,8.0,2.0,2.0,277.0,192.0,14.0,31.0,1.8235294117647058,1.2941176470588236,8.65625,13.714285714285714,19.785714285714285
1067,336036,67,62.0,34.0,8.0,2.0,2.0,299.0,216.0,15.0,31.0,1.8235294117647058,1.2941176470588236,8.305555555555555,14.4,19.933333333333334
1150,336040,67,78.0,43.0,9.0,3.0,2.0,330.0,240.0,15.0,39.0,1.813953488372093,1.255813953488372,8.25,16.0,22.0
1239,336044,67,78.0,44.0,9.0,3.0,3.0,366.0,264.0,17.0,26.0,1.7727272727272727,1.2272727272727273,8.318181818181818,15.529411764705882,21.529411764705884
1327,419113,67,90.0,59.0,10.0,3.0,4.0,389.0,281.0,17.0,22.5,1.5254237288135593,0.9830508474576272,8.306049822064058,16.529411764705884,22.88235294117647
1419,419117,67,95.0,66.0,10.0,3.0,5.0,422.0,305.0,17.0,19.0,1.4393939393939394,0.8787878787878788,8.301639344262295,17.941176470588236,24.823529411764707
1535,419122,67,95.0,66.0,10.0,3.0,5.0,442.0,323.0,18.0,19.0,1.4393939393939394,0.8787878787878788,8.210526315789474,17.944444444444443,24.555555555555557
1613,419126,67,104.0,79.0,11.0,3.0,6.0,466.0,341.0,18.0,17.333333333333332,1.3164556962025316,0.7848101265822784,8.19941348973607,18.944444444444443,25.88888888888889
1686,419129,67,112.0,83.0,13.0,3.0,6.0,493.0,365.0,19.0,18.666666666666668,1.3493975903614457,0.8433734939759037,8.104109589041096,19.210526315789473,25.94736842105263
1757,419132,67,120.0,91.0,14.0,3.0,7.0,522.0,389.0,20.0,17.142857142857142,1.3186813186813187,0.8131868131868132,8.051413881748072,19.45,26.1
1856,419137,67,120.0,91.0,14.0,3.0,7.0,557.0,413.0,21.0,17.142857142857142,1.3186813186813187,0.8131868131868132,8.092009685230025,19.666666666666668,26.523809523809526
1949,419141,67,142.0,104.0,17.0,3.0,8.0,589.0,431.0,22.0,17.75,1.3653846153846154,0.8269230769230769,8.19953596287703,19.59090909090909,26.772727272727273
2020,419144,67,142.0,104.0,17.0,3.0,8.0,611.0,443.0,22.0,17.75,1.3653846153846154,0.8269230769230769,8.275395033860045,20.136363636363637,27.772727272727273
2096,419148,67,142.0,104.0,17.0,3.0,8.0,637.0,455.0,22.0,17.75,1.3653846153846154,0.8269230769230769,8.4,20.681818181818183,28.954545454545453
2174,419151,67,152.0,119.0,17.0,3.0,9.0,664.0,479.0,22.0,16.88888888888889,1.2773109243697478,0.7226890756302521,8.31732776617954,21.772727272727273,30.181818181818183
2241,419154,67,152.0,119.0,17.0,3.0,9.0,688.0,503.0,25.0,16.88888888888889,1.2773109243697478,0.7226890756302521,8.20675944333996,20.12,27.52
2391,419161,67,152.0,119.0,17.0,3.0,9.0,704.0,527.0,27.0,16.88888888888889,1.2773109243697478,0.7226890756302521,8.01518026565465,19.51851851851852,26.074074074074073
2456,419164,67,152.0,119.0,17.0,3.0,9.0,728.0,551.0,28.0,16.88888888888889,1.2773109243697478,0.7226890756302521,7.927404718693285,19.678571428571427,26.0
2691,501207,67,152.0,119.0,17.0,3.0,9.0,756.0,575.0,29.0,16.88888888888889,1.2773109243697478,0.7226890756302521,7.888695652173913,19.82758620689655,26.06896551724138
2792,501211,67,167.0,147.0,17.0,3.0,10.0,768.0,581.0,29.0,16.7,1.1360544217687074,0.5850340136054422,7.9311531841652325,20.03448275862069,26.482758620689655
2924,501217,67,167.0,147.0,17.0,3.0,10.0,801.0,599.0,30.0,16.7,1.1360544217687074,0.5850340136054422,8.023372287145243,19.966666666666665,26.7
3065,501225,67,167.0,147.0,17.0,3.0,10.0,818.0,611.0,31.0,16.7,1.1360544217687074,0.5850340136054422,8.032733224222586,19.70967741935484,26.387096774193548
3143,501228,67,171.0,150.0,18.0,3.0,11.0,842.0,635.0,32.0,15.545454545454545,1.14,0.6,7.955905511811023,19.84375,26.3125
3378,501239,67,171.0,150.0,18.0,3.0,11.0,878.0,659.0,33.0,15.545454545454545,1.14,0.6,7.993930197268589,19.96969696969697,26.606060606060606
3446,501242,67,171.0,150.0,18.0,3.0,11.0,907.0,679.0,33.0,15.545454545454545,1.14,0.6,8.014727540500736,20.575757575757574,27.484848484848484
3601,501249,67,181.0,160.0,19.0,3.0,11.0,944.0,703.0,35.0,16.454545454545453,1.13125,0.5875,8.056899004267425,20.085714285714285,26.97142857142857
3825,501259,67,186.0,166.0,19.0,3.0,12.0,981.0,727.0,37.0,15.5,1.1204819277108433,0.5662650602409639,8.096286107290235,19.64864864864865,26.513513513513512
3879,501262,67,186.0,166.0,19.0,3.0,12.0,1011.0,751.0,38.0,15.5,1.1204819277108433,0.5662650602409639,8.07723035952064,19.763157894736842,26.605263157894736
3957,501265,67,187.0,167.0,19.0,3.0,12.0,1027.0,775.0,41.0,15.583333333333334,1.1197604790419162,0.562874251497006,7.950967741935484,18.902439024390244,25.048780487804876
4037,501269,67,187.0,167.0,19.0,3.0,12.0,1044.0,799.0,45.0,15.583333333333334,1.1197604790419162,0.562874251497006,7.839799749687109,17.755555555555556,23.2
4259,548314,67,200.0,174.0,19.0,5.0,12.0,1092.0,823.0,45.0,16.666666666666668,1.1494252873563218,0.6091954022988506,7.961117861482381,18.288888888888888,24.266666666666666
4347,548318,67,210.0,182.0,19.0,6.0,12.0,1125.0,847.0,45.0,17.5,1.1538461538461537,0.6153846153846154,7.969303423848879,18.822222222222223,25.0
4481,548324,67,226.0,190.0,21.0,7.0,12.0,1139.0,859.0,45.0,18.833333333333332,1.1894736842105262,0.6631578947368421,7.955762514551805,19.08888888888889,25.31111111111111
4561,548328,67,247.0,214.0,24.0,7.0,12.0,1162.0,883.0,45.0,20.583333333333332,1.1542056074766356,0.6448598130841121,7.895809739524349,19.622222222222224,25.822222222222223
4671,548333,67,260.0,222.0,24.0,8.0,12.0,1180.0,907.0,45.0,21.666666666666668,1.1711711711711712,0.6486486486486487,7.805953693495039,20.155555555555555,26.22222222222222
4737,548336,67,269.0,232.0,24.0,8.0,12.0,1199.0,931.0,45.0,22.416666666666668,1.1594827586206897,0.6206896551724138,7.727175080558539,20.68888888888889,26.644444444444446
4814,548339,67,276.0,235.0,25.0,8.0,12.0,1220.0,955.0,45.0,23.0,1.174468085106383,0.6297872340425532,7.664921465968586,21.22222222222222,27.11111111111111
4899,548344,67,276.0,235.0,25.0,8.0,12.0,1239.0,979.0,45.0,23.0,1.174468085106383,0.6297872340425532,7.593462717058222,21.755555555555556,27.533333333333335
4956,548348,67,276.0,235.0,25.0,8.0,12.0,1283.0,1004.0,45.0,23.0,1.174468085106383,0.6297872340425532,7.6673306772908365,22.31111111111111,28.511111111111113
5118,548355,67,276.0,237.0,25.0,8.0,12.0,1302.0,1029.0,45.0,23.0,1.1645569620253164,0.6244725738396625,7.591836734693878,22.866666666666667,28.933333333333334
5206,548359,67,282.0,239.0,25.0,9.0,12.0,1335.0,1048.0,45.0,23.5,1.1799163179916319,0.6443514644351465,7.643129770992366,23.288888888888888,29.666666666666668
5319,548364,67,287.0,243.0,26.0,9.0,12.0,1373.0,1072.0,45.0,23.916666666666668,1.1810699588477367,0.6502057613168725,7.684701492537314,23.822222222222223,30.511111111111113
5468,548371,67,287.0,243.0,26.0,9.0,12.0,1406.0,1096.0,45.0,23.916666666666668,1.1810699588477367,0.6502057613168725,7.697080291970803,24.355555555555554,31.244444444444444
5529,548374,67,295.0,246.0,28.0,9.0,12.0,1433.0,1114.0,45.0,24.583333333333332,1.1991869918699187,0.6747967479674797,7.718132854578097,24.755555555555556,31.844444444444445
5584,548376,67,305.0,260.0,28.0,9.0,12.0,1466.0,1138.0,45.0,25.416666666666668,1.1730769230769231,0.6384615384615384,7.729349736379613,25.288888888888888,32.577777777777776
5639,548379,67,305.0,260.0,28.0,9.0,12.0,1478.0,1144.0,45.0,25.416666666666668,1.1730769230769231,0.6384615384615384,7.751748251748252,25.42222222222222,32.84444444444444
5936,598008,67,306.0,262.0,28.0,9.0,12.0,1505.0,1169.0,45.0,25.5,1.16793893129771,0.6335877862595419,7.724550898203593,25.977777777777778,33.44444444444444
6013,598012,67,306.0,262.0,28.0,9.0,12.0,1524.0,1193.0,45.0,25.5,1.16793893129771,0.6335877862595419,7.664710813076279,26.511111111111113,33.86666666666667
6167,598019,67,310.0,267.0,29.0,9.0,12.0,1545.0,1217.0,45.0,25.833333333333332,1.1610486891385767,0.6367041198501873,7.61709120788825,27.044444444444444,34.333333333333336
6212,598021,67,317.0,276.0,29.0,9.0,12.0,1567.0,1237.0,45.0,26.416666666666668,1.1485507246376812,0.6159420289855072,7.600646725949879,27.488888888888887,34.82222222222222
6318,598026,67,328.0,285.0,31.0,9.0,12.0,1595.0,1255.0,45.0,27.333333333333332,1.1508771929824562,0.624561403508772,7.625498007968128,27.88888888888889,35.44444444444444
6420,598030,67,351.0,301.0,32.0,11.0,12.0,1620.0,1279.0,45.0,29.25,1.1661129568106312,0.6445182724252492,7.599687255668491,28.42222222222222,36.0
10323,598033,67,463.0,393.0,45.0,14.0,22.0,2483.0,1944.0,80.0,21.045454545454547,1.178117048346056,0.6717557251908397,7.66358024691358,24.3,31.0375
10391,598036,67,463.0,393.0,45.0,14.0,22.0,2527.0,1968.0,82.0,21.045454545454547,1.178117048346056,0.6717557251908397,7.704268292682927,24.0,30.817073170731707
10529,598042,67,463.0,395.0,45.0,14.0,22.0,2560.0,1992.0,82.0,21.045454545454547,1.1721518987341772,0.6683544303797468,7.710843373493976,24.29268292682927,31.21951219512195
10623,598046,67,475.0,405.0,45.0,15.0,23.0,2584.0,2004.0,83.0,20.652173913043477,1.1728395061728396,0.6666666666666666,7.736526946107785,24.14457831325301,31.132530120481928
10710,598050,67,475.0,405.0,45.0,15.0,23.0,2616.0,2028.0,84.0,20.652173913043477,1.1728395061728396,0.6666666666666666,7.739644970414201,24.142857142857142,31.142857142857142
10853,598057,67,475.0,405.0,45.0,15.0,23.0,2643.0,2052.0,84.0,20.652173913043477,1.1728395061728396,0.6666666666666666,7.728070175438597,24.428571428571427,31.464285714285715
10949,598061,67,476.0,406.0,45.0,15.0,23.0,2670.0,2076.0,85.0,20.695652173913043,1.1724137931034482,0.6650246305418719,7.716763005780347,24.423529411764704,31.41176470588235
11015,598064,67,476.0,408.0,45.0,15.0,24.0,2690.0,2100.0,86.0,19.833333333333332,1.1666666666666667,0.6617647058823529,7.685714285714286,24.41860465116279,31.27906976744186
11128,598069,67,481.0,411.0,46.0,15.0,24.0,2707.0,2112.0,86.0,20.041666666666668,1.170316301703163,0.6666666666666666,7.690340909090909,24.558139534883722,31.476744186046513
